id,original,base_time,base,small_time,small,medium_time,medium,large_time,large
782,원래 하가 없어요. 그러니 줄어들고 남고할 히읗이 없어요. 그러니 당연히 줄어.,2.111585617,원래 학가 없어요. 그런 이 줄어들고 남고 할 희식 없어요. 그런 이 당연히 줄어들고,6.790085554,원래 하가 없어요. 그러니 줄어들고 남고 할 히읒이 없어요. 그러니 당연히 줄어들고 남고 할 히읒이 없어요.,22.36986256,원래 하가 없어요. 그러니 줄어들고 남고 할 히읍이 없어요. 그러니 당연히 줄어들고 남고 할 히읍이 없어요. 그러니 당연히 줄어들고 남고 할 히읍이 없어요.,35.20742965,원래 하가 없어요. 그러니 줄어들고 남고 할 힛이 없어요. 그러니 당연히 줄어들고 남고 할 힛이 없어요.
783,줄어들 게 없고 곧장 지로 연결되겠죠. 그럼 어떻게 바꾸면 바르게 고치면.,2.042212248,줄어들게 없고 고장지로 연결되겠죠. 어떻게 바꾸면 바르기 고치면,5.954053879,줄어들게 없고 고장 지로 연결되겠죠 그럼 어떻게 바꾸면? 바르게 고치면,17.60037065,"줄어들게 없고 고장 지로 연결되겠죠. 그럼 어떻게 바꾸면, 바르게 고치면",31.61386991,줄어들게 없고 고장 지로 연결되겠죠 그럼 어떻게 바꾸면 다르게 고치면
784,이렇게 되겠죠 서슴지 않고 계단을 밟고 올라가. 그럼 잘못된 표기를 찾으라고 했으니까 사.,2.111031294,이렇게 되겠죠? 서숨지 않고 계단을 밝고 올라가 그럼 잘못된 표기를 찾으라고 했으니까 사업이,6.073031664,이렇게 되겠죠. 서슴지 않고 계단을 밟고 올라가. 그럼 잘못된 표기를 찾으라고 했으니까,17.65369844,이렇게 되겠죠. 서슴지 않고 계단을 밟고 올라가. 그럼 잘못된 표기를 찾으라고 했으니까,33.44270253,이렇게 되겠죠. 서슴지 않고 계단을 밟고 올라가. 그럼 잘못된 표기를 찾으라고 했으니까
785,사번이 정답인 걸 찾을 수 있습니다.,1.666997671,4번 이 정답인 걸 찾을 수 있습니다.,5.05760932,4번이 정답인 걸 찾을 수 있습니다.,15.31013012,4번이 정답인 걸 찾을 수 있습니다.,28.22758722,4번이 정답인 걸 찾을 수 있습니다
786,자/ 우리 지금 공부하는 거 원리를 찾기에는 이 문제가 연습하기가 참 좋은 것 같아요. 여기 오 번 선택지 보세요.,2.00399518,우리 지금 공부하는 거 원리를 찾기에는 이 문제가 연습할 것 같아요. 여기 오버 선택지 보세요.,6.043001652,우리 지금 공부하는 거 원리를 찾기에는 이 문제가 연습하기가 참 좋은 것 같아요. 여기 5번 선택지 보세요.,17.41443396,자 우리 지금 공부하는 거 원리를 찾기에는 이 문제가 연습하기가 참 좋은 것 같아요. 여기 5번 선택지 보세요,33.01169801,자 우리 지금 공부하는 거 원리를 찾기에는 이 문제가 연습하기가 참 좋은 것 같아요. 여기 5번 선택지 보세요.
787,굉장히 어렵습니다. 잘 보세요. 변변하지 않은 이 원래 모양이에요.,1.912995577,굉장히 열었습니다. 잘 보세요. 변변하지 않으니 원래 모양이에요.,5.300319433,굉장히 어렵습니다. 잘 보세요. 변변하지 않은 이 원래 모양이에요.,15.92580557,굉장히 어렵습니다. 잘 보세요. 변변하지 않은 이 원래 모양이에요.,29.38734651,굉장히 어렵습니다. 잘 보세요. 변변하지 않은 이 원래 모양이에요
788,자/ 천천히 합시다 변변하다. 그럼 어간의 마지막에 하가 있으니 하 전체가 줄어들지 아니면 아가 주는지를 좀 보죠. 바로 앞에 안울림소리 받침소리가 아니네요 그러면 아만 빠질 겁니다.,2.91399765,"천천히 합시다. 변병하다. 어간에 마지막에 하가 있으니 하 전체가 줄어드는지 아니면 아가 주는지를 좀 보죠. 바로 앞에 안 훌림 소리, 바침 소리가 아니네요. 그러면 아만 빠질 겁니다.",7.949023008,천천히 합시다. 변변하다. 어간의 마지막에 하가 있으니 하 전체가 줄어드는지 아니면 아가 주는지를 보죠. 바로 앞에 안 울림 소리 받침 소리가 아니네요. 그러면 아만 빠질 겁니다.,22.67511821,천천히 합시다. 변변하다. 그럼 어간에 마지막에 하가 있으니 하 전체가 줄어드는지 아니면 아가 주는지를 좀 보죠. 바로 앞에 안 울림 소리 받침 소리가 아니네요. 그러면 아만 빠질 겁니다.,42.90782809,"천천히 합시다. 변변하다. 그럼 어간의 마지막에 하가 있으니 하 전체가 줄어드는지 아니면 아가 주는지를 좀 보죠. 바로 앞에 안 울림 소리, 받침 소리가 아니네요. 그러면 아만 빠질 겁니다."
789,그렇죠 그럼 히읗이 남아 있겠죠 자/ 그럼 어떻게 줄일까요.,1.847066164,그럼 히엘씨 남아 있겠죠? 그럼 어떻게 줄일까요?,5.54506135,그럼 희율씨 남아있겠죠? 자 그럼 어떻게 줄일까요?,16.64203286,그죠? 그럼 히엣이 남아있겠죠? 자 그럼 어떻게 줄일까요?,30.615767,그죠? 그럼 히읗이 남아 있겠죠? 자 그럼 어떻게 줄일까요?
790,변변.,1.507913828,"편, 면.",4.554040432,변변,13.9501524,변변,26.04744959,변변
791,이게 변변치로 바뀌겠죠 그래서 변변치.,1.76700449,벼면 7로 바뀌겠죠? 그래서 벼면 7,5.165556908,변변치로 바뀌겠죠? 그래서 변변치,15.67082715,변변치로 바뀌겠죠? 그래서 변변치,29.61159587,변변치로 바뀌겠죠? 그래서 변변치
792,그리고 이제 새로운 거 하나 할게요. 이거 뒤에서도 한번 다시 다루게 될 텐데 여기+ 여기 확인해 보세요.,1.951009512,그리고 이제 새로운 거 하나 할게요. 이거 뒤에서도 한번 다시 다르게 될 텐데 여기 확인해 보세요.,5.872133732,그리고 이제 새로운 거 하나 할게요. 이거 뒤에서도 한번 다시 다르게 될 텐데 여기 확인해 보세요.,16.96151829,그리고 이제 새로운 거 하나 할게요. 이거 뒤에서도 한번 다시 다루게 될 텐데 여기를 확인해 보세요.,31.04573035,그리고 이제 새로운 거 하나 할게요 이거 뒤에서도 한번 다시 다루게 될 텐데 여기를 확인해 보세요
793,치하고 안을 줄이면 자/ 지금 잘 보세요 치하고 안을 줄이면.,1.767997503,치하고 안을 줄이면 잘 보세요. 치하고 안을 줄이면,4.79057169,치이하고 안을 줄이면,16.2119863,치하고 안을 줄이면 자 지금 잘 보세요 치하고 안을 줄이면,26.86273456,치하고 안을 줄이면
794,모양 잘 보세요. 이렇게 적습니다.,1.573996782,모양 잘 보세요. 이렇게 적습니다.,4.89538908,모양 잘 보세요. 이렇게 적습니다.,14.38957191,모양 잘 보세요 이렇게 적습니다,26.8753581,모양 잘 보세요 이렇게 적습니다
795,여기 이중모음 아니고요 단모음으로 적어요.,1.829009295,여기 이 중무가 많이고요. 단무음으로 적어요.,5.376054525,여기 이중모음이 아니고요. 단 모음으로 적어요.,15.82075262,여기 이중모음 아니고요 단모음으로 적어요,29.56558728,여기 이중모음 아니고요. 단 모음으로 적어요.
796,지금 외우세요 그리고 여러분 하나를 알면 열을 알 수 있다고 그랬죠 그러면 만약에 여기서 축약이 일어나지 않고 지 않은 이었으면 어떻게 줄어들까요 찮이 아니라 자.,3.379006147,지금 왜 오세요? 그리고 여러분 하나를 알면 열어날 수 있다고 그랬죠? 그러면 만약에 여기서 출각이 일어나지 않고 지 아는 의미였으면 어떻게 주로 될까요? 찬이 아니라? 찬이 아니라? 찬이 아니라? 찬이 아니라? 찬이 아니라?,7.29842329,지금 외우세요. 그리고 여러분 하나를 알면 열흘할 수 있다고 그랬죠. 그러면 만약에 여기서 출각이 일어나지 않고 지 안은이었으면 어떻게 줄어들까요? 찬이 아니라,20.60691476,지금 외우세요 그리고 하나를 알면 열흘 할 수 있다고 그랬죠 그러면 만약에 여기서 출격이 일어나지 않고 지 아는 이었으면 어떻게 줄어들까요 찬이 아니라,40.7971046,지금 외우세요 그리고 여러분 하나를 알면 열을 알 수 있다고 그랬죠 그러면 만약에 여기서 축약이 일어나지 않고 지-아는-은 이었으면 어떻게 줄어들까요? 찬이 아니라 자는
797,그거 가지고도 맞춤법 문제가 자주 출제돼요. 그래서 여러분 지금 오늘 공부하는 것에서는 여기까지만 하지가 줄어들 때 그게 거센소리 현상이 반영되는가 그렇지 않은가에 대해서도 알아놓으시고요 뒤에 (않음을)/(않은을) 붙였을 때 지 않은 혹은 치 않은 이 됐을 때 그걸 또 한 번 줄여서 함정을 팔 수 있으니까 놓치지 않고 잘 봐주셨으면 좋겠습니다.,3.986029625,"그것 아직도 맞춤법 문제가 자주 출제돼요. 그래서 여러분 지금 오늘 공부하는 것에서는 여기까지만 하지, 이를까 줄어둘 때 그게 거센 소리 영상이 반영되는가 그렇지 않은가에 대해서 알아 놓으시고요. 뒤에 아는을 붙였을 때 지, 아는 혹은 치 아는지에 있을 때 그걸 또 한 번 줄여서 함정을 팔 수 있으니까 놓치지 않고 잘 봐주셨으면 좋겠습니다.",10.39216995,"그거 가지고도 맞춤법 문제가 자주 출제되어 그래서 여러분 지금 오늘 공부하는 것에서는 여기까지만 하, 지, 가 줄어들 때 그게 거센 소리 현상이 반영되는가 그렇지 않은가에 대해서도 알아 놓으시고요 뒤에 아는을 붙였을 때 지, 아는 혹은 치, 아는 지 됐을 때 그걸 또 한 번 줄여서 함정을 팔 수 있으니까 놓치지 않고 잘 봐주셨으면 좋겠습니다",29.56107044,"그거 가지고도 맞춤법 문제가 자주 출제되요. 그래서 여러분 지금 오늘 공부하는 것에서는 여기까지만 하, 지가 줄어들 때 그게 거센 소리 현상이 반영되는가 그렇지 않은가에 대해서도 알아 놓으시고요. 뒤에 아는을 붙였을 때 지, 아는 혹은 치, 아는지 했을 때 그걸 또 한번 줄여서 함정을 팔 수 있으니까 놓치지 않고 잘 봐주셨으면 좋겠습니다.",53.53435493,"그거 가지고도 맞춤법 문제가 자주 출제돼요 그래서 여러분 지금 오늘 공부하는 것에서는 여기까지만 하하, 지가 줄어들 때 그게 거센 소리 현상이 반영되는가 그렇지 않은가에 대해서 알아두시고요 뒤에 아는을 붙였을 때 지, 아는 혹은 치, 아는이 있을 때 그걸 또 한번 줄여서 함정을 팔 수 있으니까 놓치지 않고 잘 봐 주셨으면 좋겠습니다"
798,잔이냐 찬 이냐 했을 때 찬이 선택되는 거고요 그다음에 혹시 어떤 함정도 파냐면 이중모음이냐.,2.285054445,"잔이냐, 잔이냐 했을 때 잔이 선택되는 거고요. 그 다음에 혹시 어떤 남정도 팔냐면 이 중 모음이냐.",6.518019915,"장이냐, 찬이냐 했을 때 찬이 선택되는 거고요. 그 다음에 혹시 어떤 함정도 파냐면 이중모음이냐.",18.87432408,장이냐 찬이냐 했을 때 찬이 선택되는 거구요 그 다음에 혹시 어떤 함정도 파냐면 이중 모음이냐,34.58928204,찬이냐 찬이냐 했을 때 찬이 선택되는 거고요 그 다음에 혹시 어떤 함정도 파냐면 이중 모음이냐
799,단모음이냐라고 물어볼 때 이거 아니고 단모음으로 표기한다는 거. 그래서 저기 오 번 선택지에 있는 변변찮은 이 올바른 발음과 올바른 표기라는 것을 확인할 수 있었.,2.746999741,단몸이냐 라고 물어볼 때 이거 아니고 단몸으로 표기한다는 거 그래서 저기 오버선택시에 있는 변변 차능이 올바른 바른과 올바른 표기이라는 것을 확인할 수 있었습니다.,7.560016155,단 모음이냐 라고 물어볼 때 이거 아니고 단 모음으로 표기한다는 거. 그래서 저기 5번 선택지에 있는 변변 차능이 올바른 발음과 올바른 표기라는 것을 확인할 수 있었습니다.,21.80972052,단모음이냐 라고 물어볼 때 이거 아니고 단모음으로 표기한다는 거 그래서 저기 5번 선택지에 있는 변변 차는이 올바른 발음과 올바른 표기라는 것을 확인할 수 있었습니다.,40.38067341,단모음이냐 라고 물어볼 때 이거 아니고 단모음으로 표기한다는 것 그래서 저기 5번 선택지에 있는 변변차느니 올바른 발음과 올바른 표기라는 것을 확인할 수 있었습니다
800,습니다. 많이 어려운 문제였어요. 답은 쉽게 찾을 수 있었겠지만 나머지 선택지를 골라내는 연습을 확실하게 해두셔야 합니다.,2.321000338,많이 어려운 문제였어요. 답은 쉽게 찾을 수 있었겠지만 나머지 선택지를 곤란히 연습을 확실하게 해 두셔야 합니다.,6.40209198,많이 어려운 문제였어요. 답은 쉽게 찾을 수 있었겠지만 나머지 선택지를 곤란히 연습을 확실하게 해 두셔야 합니다.,18.84672308,많이 어려운 문제였습니다. 답은 쉽게 찾을 수 있었겠지만 나머지 선택지를 고려하는 연습을 확실하게 해 두셔야 합니다.,34.78579354,많이 어려운 문제였어요. 답은 쉽게 찾을 수 있었겠지만 나머지 선택지를 골라야 하는 연습을 확실하게 해 두셔야 합니다
801,자/ 그러면 우리 음운의 변동 중에서 지금 뭐 공부한 거죠.,1.844028473,"자, 그러면 우리 의문의 변동 중에서 지금 먹은 거 한 거죠?",5.379666567,자 그러면 우리 의문의 변동 중에서 지금 뭐 공부한 거죠?,16.29714131,자 그러면 우리 의문의 변동 중에서 지금 뭐 공부한 거죠?,30.21730375,자 그러면 우리 의문의 변동 중에서 지금 뭐 공부한 거죠?
802,축약 공부했습니다. 축약 중에서도 어떤 것 자음 축약. 거센소리 되기 가장 대표적인 축약이었고요 잘 마무리 지었습니다.,2.401998997,추격 공부였습니다. 추격증에서도 어떤 것? 다음 추격. 거센 소리 되기 가장 대표적인 추격이었고요. 잘 마무리시였습니다.,6.919999838,추격 공부였습니다. 추격 중에서도 어떤 것? 자음추격. 거센 소리 되기 가장 대표적인 추격이었고요. 잘 마무리 지었습니다.,18.9534936,"축약 공부였습니다. 축약 중에서도 어떤 것? 자음 축약, 거센 소리 되기 가장 대표적인 축약이었고요. 잘 마무리 지었습니다.",35.05684781,"축약 공부였습니다. 축약 중에서도 어떤 것? 자음축약, 거센소리 대기 가장 대표적인 축약이었구요 잘 마무리 지었습니다"
803,그러면 남아 있는 음운의 변동이 뭐가 있죠 첨가가 있고 탈락이 있어요. 자/ 첨가 먼저 보고 싶은데 첨가라고 하는 건 뭔가 더 들어가는 거죠.,2.59803319,그러면 나마인의 의문의 변동이 뭐가 있죠? 첨가가 있고 탈락이 있어요. 자 첨가 먼저 보고 싶은데 첨가라고 하는 건 뭔가 더 들어가는 거죠.,7.101012468,그러면 남아있는 의문의 변동이 뭐가 있죠? 첨가가 있고 탈락 있어요 첨가 먼저 보고 싶은데 첨가라고 하는 건 뭔가 더 들어가는 거죠,20.59316778,그럼 남아있는 의문의 변동이 뭐가 있죠? 첨가가 있고 탈락이 있어요 자 첨가 먼저 보고 싶은데 첨가라고 하는 건 뭔가 더 들어가는 거죠,37.29222941,그럼 남아있는 의문의 변동이 뭐가 있죠? 첨가가 있고 탈락이 있어요 첨가 먼저 보고 싶은데 첨가라고 하는 건 뭔가 더 들어가는 거죠
804,아까 축약이라고 하는 게 두 개의 음운이 합쳐져서 줄어드는 거였다면 이번에는 없던 음운이 더 들어가는 현상이에요. 근데 이거 설명할 때 지금 여러분이 기본적으로 가지고 있어야 될 그 어떤 지식이 있는데 그거 먼저 여러분에게 수업 잘 소화할 수 있도록 소화제 팁으로 먼저 제공해 드리고 수업을 이어가려고 합니다. 오늘 공부할 내용은 단모음 이중모음 반모음이에요. 아/.,4.320010185,"아까 추가기라고 하는 건 두 개의 의문이 합쳐져서 줄어드는 거였다면 이번에는 없던 의문이 더 들어가는 현상이에요. 근데 이걸 설명할 때 지금 여러분이 기본적으로 가지고 있어야 될 것 같은 지식이 있는데 그 먼저 여러분에게 수업 잘 소화할 수 있도록 소화제 팁으로 먼저 제공해 드리고 소업을 이어가려고 합니다. 오늘 공부할 내용은 단몸, 이중몸, 단몸이에요. 아!",11.24204588,"아까 추격이라고 하는 건 두 개의 의문이 합쳐져서 줄어드는 거였다면 이번에는 없던 의문이 더 들어가는 현상이에요. 근데 이걸 설명할 때 지금 여러분이 기본적으로 가지고 있어야 될 어떤 지식이 있는데 그거 먼저 여러분에게 수업 잘 소화할 수 있도록 소화제 팁으로 먼저 제공해드리고 수업을 이어가려고 합니다. 오늘 공부할 내용은 단 모음, 이중 모음, 반 모음이에요. 아!",30.93118954,"아까 축약이라고 하는게 두개의 의문이 합쳐져서 줄어드는거였다면 이번에는 없던 의문이 더 들어가는 현상이에요 근데 이걸 설명할 때 지금 여러분이 기본적으로 가지고 있어야 될 그 어떤 지식이 있는데 그거 먼저 여러분에게 수업 잘 소화할 수 있도록 소화제 팁으로 먼저 제공해 드리고 수업을 이어가려고 합니다 오늘 공부할 내용은 단 모음, 이중 모음, 반 모음이에요 아!",56.67037344,"아까 추격이라고 하는게 두개의 음운이 합쳐져서 줄어드는 거였다면 이번에는 없던 음운이 더 들어가는 현상이에요 근데 이걸 설명할 때 지금 여러분이 기본적으로 가지고 있어야 될 어떤 지식이 있는데 그거 먼저 여러분에게 수업 잘 소화할 수 있도록 소화제 팁으로 먼저 제공해 드리고 수업을 이어가려고 합니다 오늘 공부할 내용은 단 모음, 이중 모음, 반모음 이에요"
805,그렇다면 이것은 맞아요 우리가 지금 음운의 변동 들어왔을 때 첫 시간에.,1.894512415,그렇다면 이것은 맞아요. 우리가 지금 의문의 변동 들어왔을 때 첫 시간에,5.598537922,그렇다면 이것은 맞아요. 우리가 지금 의문의 변동 들어왔을 때 첫 시간에,16.69753408,그렇다면 이것은 맞아요. 우리가 지금 의문의 변동 들어왔을 때 첫 시간에,31.76950359,그렇다면 이것은 맞아요. 우리가 지금 의문의 변동 들어왔을 때 첫 시간에
806,음운에 대해서 설명한 적 있어요. 그렇죠 의미를 구별해 주는 가장 작은 단위에서 최소 의미 변별 단위 자음과 모음이 대표적입니다라고 얘기했을 때+ 그때 저는+ 저는 수업시간에 강의할 때 자음 체계 표만 집중해서 설명했죠 모음에 대해서는 말씀을 안 드렸어요.,3.535999775,의문에 대해서 설명한 적이 있어요. 그죠? 의미를 구별해줄 가장 적은 간이 있어. 최소 의미 변별 단이 자음과 모음이 대표적입니다. 라고 얘기했을 때 그때 저는 저는 수업시간에 강의할 때의 자음 체계포만 집중에도 설명했죠. 모음에 대해서는 말씀을 안 드렸어요.,10.01806998,"의문에 대해서 설명한 적이 있어요. 그죠? 의미를 구별해 주는 가장 작은 단위 있어. 최소 의미 변별 단위, 자음과 모음이 대표적입니다. 라고 얘기했을 때 그때 저는 수업시간에 강의할 때 자음 체계표면 집중해서 설명했죠. 모음에 대해서는 말씀을 안 드렸어요.",26.17470765,의문에 대해서 설명한 적이 있어요. 그죠? 의미를 구별해주는 가장 작은 단위에서 최소 의미 변별 단위 자음과 모음이 대표적입니다 라고 얘기했을 때 그때 저는 수업 시간에 강의할 때 자음 체계표만 집중해서 설명했죠. 모음에 대해서는 말씀을 안 드렸어요.,52.2021811,의문에 대해서 설명한 적이 있어요. 그죠? 의미를 구별해주는 가장 작은 단위에서 최소의미변별 단위 자음과 모음이 대표적입니다. 라고 얘기했을 때 그때 저는 수업시간에 강의할 때 자음 체계표만 집중해서 설명했죠. 모음에 대해서는 말씀을 안 드렸어요.
807,왜냐하면 지금 이+ 시점이 올 때까지 자음만 공부했기 때문에 자음만 필요했기 때문에. 그리고 이제 이 지금은 모음에 대해서 좀 설명할 때가 되어서 모음을 설명하려고 합니다.,2.531995773,왜냐하면 지금 20점이 올 때까지 자흥만 공부했기 때문에 자흥만 필요했기 때문에 그리고 지금은 몸에 대해서 설명할 때가 되어서 몸을 설명하려고 합니다.,7.210272789,왜냐하면 지금 이 시점이 올 때까지 자음만 공부했기 때문에 자음만 필요했기 때문에 그리고 지금은 모음에 대해서 설명할 때가 되어서 모음을 설명하려고 합니다,20.33484745,왜냐하면 지금 이 시점이 올 때까지 자음만 공부했기 때문에 자음만 필요했기 때문에 그리고 지금은 모음에 대해서 설명할 때가 되어서 모음을 설명하려고 합니다.,37.46906948,왜냐하면 지금 이 시점이 올 때까지 자음만 공부했기 때문에 자음만 필요했기 때문에 그리고 지금은 모음에 대해서 좀 설명할 때가 되어서 모음을 설명하려고 합니다
808,모 음표도 있고요 아마 학교에서 선생님께서 자세하게 혹은 단모음 체계 표라든지.,2.107562065,몸표도 있고요. 아마 학교에서 선생님께서 자세하게 혹은 단몸 체계표이라든지,5.844113111,모음표도 있고요. 아마 학교에서 선생님께서 자세하게 혹은 단 몸 체계표라든지,17.83924961,모음표도 있고요. 아마 학교에서 선생님께서 자세하게 혹은 단모음 체계표라든지,32.57611823,모음표도 있구요 아마 학교에서 선생님께서 자세하게 혹은 단모음 체계표라든지
809,단모음과 이중모음의 관계라든지 반.,1.831025124,단무운가 이 중목을 관계라든지,5.343369007,단 모음과 이중 모음의 관계라든지,15.94094944,반모음과 이중모음의 관계라든지,29.247504,반모음과 이중모음의 관계라든지
810,반모음이라든지 이런 설명을 하셨을 수도 있어요. 근데 저는 간략하게 이야기를 할 겁니다. 자.,2.011245966,반모음이라든지 이런 설명을 하셨을 수도 있어요. 저는 간략하게 이야기할 겁니다.,5.93103075,반몸이라든지 이런 설명을 하셨을 수도 있어요. 근데 저는 간략하게 이야기를 할 겁니다.,17.54908895,반모음이라든지 이런 설명을 하셨을 수도 있어요. 근데 저는 간략하게 이야기를 할 겁니다.,32.37453675,반몸이라든지 이런 설명을 하셨을 수도 있어요 근데 저는 간략하게 이야기를 할 겁니다
811,자/ 우선 모음이라고 하는 것 자음 대비 모음이라고 하는 것부터 우선 이해를 하죠.,2.006008387,"자 우선 몸이라고 하는 것, 자음 대비 몸이라고 하는 것부터 우선 이해를 하죠.",5.911040783,"자, 우선 모음이라고 하는 것, 자음 대비 모음이라고 하는 것부터 우선 이해를 하죠.",17.11221981,자 우선 모음이라고 하는 것 자음 대비 모음이라고 하는 것부터 우선 이해를 하죠,31.75167203,자 우선 모음이라고 하는 것 자음 대비 모음이라고 하는 것부터 우선 이해를 하죠
812,자음과 모음이 있을 때 자음은 폐에서 공기가 나올 때 어딘가에서 방해를 받는 거였어요. 그 방해받는 위치를 좋은 위치라고 했죠 그래서 연구개에서 뭐 여린입천장 혹은 뭐 센입천장 뭐 윗잇몸 이렇게 공부를 했었는데 모음은 방해받지 않고 나오는 소리예요. 그래서 이제 명확하게 어디가 좋은 위치인지 학생들이 잘 몰라서 자음 체계 표에 비해서 모음 체계 표를 외울 때 이해를 잘 못하는 학생들도 많이 있습니다. 어쨌든.,4.922026396,"자음과 모음이 있을 때, 자음은 폐소 공기가 나올 때 어디인가에서 방해를 받는 거였어요. 그 방해받는 위치를 좋은 위치라고 했죠. 연구계에서 열인 입천장 혹은 뭐 생입천장 윗입몸 이렇게 공부를 했었는데, 모음은 방해받지 않고 나오는 소리예요. 그래서 이제 명확하게 어디가 좋은 위치인지 학생들이 잘 몰라서 자음체계표에 비해서 모음체계표를 외울 때 이해를 잘 못하려면 학생들도 많이 있습니다.",12.09671879,자음과 모음이 있을 때 자음은 폐에서 공기가 나올 때 어딘가에서 방해를 받는 거였어요 그 방해받는 위치를 좋은 위치라고 했죠 연국에서 여린입천장 혹은 센입천장 윗잎몸 이렇게 공부를 했었는데 모음은 방해받지 않고 나오는 소리에요 그래서 명확하게 어디가 좋은 위치인지 학생들이 잘 몰라서 자음체계표에 비해서 모음체계표를 외울 때 이해를 잘 못하는 학생들도 많이 있습니다,34.32301283,자음과 모음이 있을 때 자음은 폐에서 공기가 나올 때 어딘가에서 방해를 받는 거였어요 그 방해받는 위치를 좋은 위치라고 했죠 연구계에서 여린잎천장 혹은 센잎천장 윗잎몸 이렇게 공부를 했었는데 모음은 방해받지 않고 나오는 소리에요 그래서 명확하게 어디가 좋은 위치인지 학생들이 잘 몰라서 자음 체계표에 비해서 모음 체계표를 외울 때 이해를 잘 못하는 학생들도 많이 있습니다,63.72935677,"자음과 모음이 있을 때 자음은 폐에서 공기가 나올 때 어딘가에서 방해를 받는 거였어요 그 방해받는 위치를 조음 위치라고 했죠 연구계에서 여린잎천장 혹은 샛잎천장, 윗잇몸 이렇게 공부를 했었는데 모음은 방해받지 않고 나오는 소리예요 그래서 명확하게 어디가 조음 위치인지 학생들이 잘 몰라서 자음 체계표에 비해서 모음 체계표를 외울 때 이해를 잘 못하는 학생들도 많이 있습니다"
813,종류에서 아까 제가 적어드렸던 것처럼 단.,1.836248398,종류에서 아까 제가 적어드렸던 것처럼 다녀오셨습니다.,5.369000912,종류에서 아까 제가 적어드렸던 것처럼 다 넣어,45.90668416,종류에서 아까 제가 적어드렸던 것처럼 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단어의 단,28.77070713,종류에서 아까 제가 적어 드렸던 것처럼
814,발음이 좋지 않으니까. 자/ 적어놓고 얘기할게요. 단모음은+ 단모음은.,1.830508947,바름이 좋지 않으니까 저거 넣어볼게요. 단 몸은,4.701552868,단 모음은,16.30225825,발음이 좋지 않으니까 적어놓고 얘기할게요. 단 모음은,30.11930466,발음이 좋지 않으니까 적어 놓고 얘기할게요 단 모음은
815,시작할 때부터 끝날 때까지 입 모양이나 혀의 위치가 변하지 않는 모음이에요.,1.915007591,시작할 때부터 끝날 때까지 임모양이나 혀의 위치가 변하지 않는 몸이에요.,5.588062286,시작할 때부터 끝날 때까지 입 모양이나 혀의 위치가 변하지 않는 몸이에요.,16.70224905,시작할 때부터 끝날 때까지 입 모양이나 혀의 위치가 변하지 않는 몸이에요.,30.91746426,시작할 때부터 끝날 때까지 입 모양이나 혀의 위치가 변하지 않는 몸이에요.
816,입 모양이나 혀의 위치가 변하지 않는다는 건 소리가 변하지 않는다는 뜻이에요.,1.936005354,임모양이나 혈위치가 변하지 않는다는 건 소리가 변하지 않는다는 뜻이에요.,5.581574678,입 모양이나 혀의 위치가 변하지 않는다는 건 소리가 변하지 않는다는 뜻이에요,16.72517323,입모양이나 혀의 위치가 변하지 않는다는 건 소리가 변하지 않는다는 뜻이에요,30.78900576,입 모양이나 혀의 위치가 변하지 않는다는 건 소리가 변하지 않는다는 뜻이에요
817,시작하는 소리와 끝나는 소리가 변하지 않는 겁니다. 그.,1.697996378,시작하는 소리와 끝나는 소리가 변하지 않는 겁니다.,5.127000093,시작하는 소리와 끝나는 소리가 변하지 않는 겁니다.,15.3801384,시작하는 소리와 끝나는 소리가 변하지 않는 겁니다.,28.49914646,시작하는 소리와 끝나는 소리가 변하지 않는 겁니다
818,아/ 시작할 때 아/ 끝날 때까지 제.,1.620039463,아 시작할 때 아 끝날 때까지,4.907999992,아 시작할 때 아 끝날 때까지 제,15.31203508,"아! 시작할 때, 아~! 끝날 때까지",27.64403462,아 시작할 때 아 끝날 때까지
819,제가 숨을 계속 유지할 수만 있다면 아/ 하고 같은 소리를 유지할 수 있어요.,1.972996235,제가 숨을 계속 유지할 수나 있다면 아... 하고 같은 소리를 유지할 수 있어요.,5.63305521,제가 숨을 계속 유지할 수는 아니다면 아하고 같은 소리를 유지할 수 있어요,16.79332447,제가 숨을 계속 유지할 수만 있다면 아~~ 하고 같은 소리를 유지할 수 있어요,29.99092126,제가 숨을 계속 유지할 수 있다면 아 하고 같은 소리를 유지할 수 있어요
820,유지할 수 있어요. 그래서 열 개가 있겠죠 자.,1.542998314,이렇게 할 수 있어요.,5.076351881,유지할 수 있어요. 이렇게 10개가 있겠죠.,15.17441273,유지할 수 있어요. 10개가 있겠죠.,28.6995039,유지할 수 있어요. 이렇게 10개가 있겠죠.
